project_id,state,district,project_type,current_stage,current_stage_index,project_age_days,total_parcels,completed_parcels,total_area,documentation_completeness,legal_dispute,ownership_conflict,compensation_pending_days,pending_approvals,inter_dept_dependency,rr_delay_days,previous_stage_delay_days,number_of_delayed_stages,target_delayed,target_delay_days
LA-1577,Karnataka,Mysuru,Railway Expansion,Ownership Verification,4,208,231,227,190.96,78.2,0,0,1,0,0,0,26,0,0,0
LA-1578,Rajasthan,Udaipur,Railway Expansion,Ownership Verification,4,745,421,421,132.37,60.6,1,0,58,3,0,53,29,0,1,43
LA-1579,Karnataka,Dharwad,Railway Expansion,Possession and Handover,10,238,187,187,154.81,91.7,0,1,36,2,0,0,17,3,1,49
LA-1580,Gujarat,Rajkot,Defense Installation,Ownership Verification,4,102,365,79,39.89,73.5,1,0,79,3,0,24,16,0,1,91
LA-1581,Odisha,Berhampur,Mining Development,Project Initiation,0,349,138,109,15.32,92.7,1,0,68,3,0,31,0,0,1,38
LA-1582,Odisha,Bhubaneswar,Industrial Corridor,Land Identification,1,535,459,217,138.08,73.5,0,1,41,0,0,0,19,0,1,35
LA-1583,Maharashtra,Nashik,Pipeline Project,Project Initiation,0,549,354,309,171.06,84.6,0,0,29,3,0,1,0,0,0,0
LA-1584,Gujarat,Rajkot,Dam / Irrigation,Objection and Legal Review,5,470,123,110,23.45,84.3,0,0,19,1,1,28,4,0,0,0
LA-1585,Odisha,Berhampur,Highway Construction,Project Initiation,0,851,184,17,249.52,83.2,0,1,47,2,0,5,0,0,1,33
LA-1586,Maharashtra,Kolhapur,Railway Expansion,Ownership Verification,4,108,449,175,67.25,69.3,0,1,40,2,0,0,66,1,1,56
LA-1587,Uttar Pradesh,Varanasi,Pipeline Project,Land Identification,1,316,125,9,174.74,79.8,0,1,59,0,0,6,5,0,1,34
LA-1588,Maharashtra,Nagpur,Highway Construction,Compensation Assessment,6,306,225,37,8.31,78.9,1,0,37,4,1,61,64,2,1,109
LA-1589,Odisha,Rourkela,Power Transmission,Compensation Assessment,6,859,288,0,97.33,66.8,0,0,19,1,1,0,11,0,0,0
LA-1590,Odisha,Berhampur,Pipeline Project,Preliminary Notification,2,464,48,22,249.7,55.3,0,0,12,2,0,14,8,0,0,0
LA-1591,Madhya Pradesh,Jabalpur,Highway Construction,Land Identification,1,660,232,113,115.95,67.1,1,1,98,3,1,0,0,0,1,116
LA-1592,Karnataka,Belagavi,Industrial Corridor,Ownership Verification,4,448,70,43,217.87,100.0,0,0,5,3,0,8,15,0,0,0
LA-1593,Karnataka,Bengaluru,Industrial Corridor,Ownership Verification,4,147,352,326,135.34,75.5,0,0,7,0,0,1,0,0,0,0
LA-1594,Maharashtra,Thane,Industrial Corridor,Ownership Verification,4,388,213,172,224.4,98.6,1,1,157,4,1,53,42,1,1,183
LA-1595,Maharashtra,Pune,Urban Infrastructure,Survey and Verification,3,75,21,10,190.77,79.4,1,0,107,6,1,72,24,0,1,112
LA-1596,Rajasthan,Ajmer,Mining Development,Project Initiation,0,618,342,95,67.66,85.4,0,0,28,3,0,16,0,0,0,0
LA-1597,Odisha,Berhampur,Power Transmission,Survey and Verification,3,279,190,178,19.57,66.7,0,0,22,3,0,0,18,0,0,0
LA-1598,Uttar Pradesh,Allahabad,Pipeline Project,Final Acquisition,9,649,46,15,102.42,85.9,0,1,48,0,0,0,185,3,1,68
LA-1599,Karnataka,Mysuru,Dam / Irrigation,Project Initiation,0,494,42,25,33.53,91.1,0,1,21,1,0,0,0,0,0,0
LA-1600,Gujarat,Vadodara,Dam / Irrigation,Objection and Legal Review,5,441,383,195,230.22,52.1,0,0,26,1,1,28,0,0,1,18
LA-1601,Karnataka,Mangaluru,Defense Installation,Land Identification,1,326,308,69,113.66,83.3,0,0,16,0,0,0,0,0,0,0
LA-1602,Uttar Pradesh,Varanasi,Dam / Irrigation,R&R and Rehabilitation,8,550,151,73,45.01,79.5,0,0,16,3,0,28,0,0,0,0
LA-1603,Rajasthan,Jaipur,Industrial Corridor,Preliminary Notification,2,470,390,300,70.02,58.6,1,0,90,5,1,38,12,0,1,71
LA-1604,Odisha,Cuttack,Highway Construction,Project Initiation,0,642,109,49,106.91,100.0,0,0,0,2,0,0,0,0,0,0
LA-1605,Gujarat,Gandhinagar,Dam / Irrigation,Land Identification,1,880,379,81,201.01,43.4,0,0,15,3,1,0,3,0,1,18
LA-1606,Maharashtra,Aurangabad,Dam / Irrigation,Project Initiation,0,549,56,56,79.72,69.2,0,0,2,3,0,0,0,0,0,0
LA-1607,Odisha,Berhampur,Highway Construction,Preliminary Notification,2,679,72,57,237.73,72.6,0,0,15,5,1,4,0,0,1,23
LA-1608,Maharashtra,Nagpur,Railway Expansion,Compensation Assessment,6,532,341,131,238.61,58.6,0,0,8,6,1,19,0,0,1,11
LA-1609,Uttar Pradesh,Allahabad,Pipeline Project,Ownership Verification,4,531,131,68,116.45,87.2,0,0,28,5,1,28,0,0,0,0
LA-1610,Uttar Pradesh,Allahabad,Railway Expansion,Project Initiation,0,385,142,22,127.12,72.8,0,0,13,2,0,21,0,0,0,0
LA-1611,Maharashtra,Thane,Urban Infrastructure,Project Initiation,0,297,377,257,11.88,61.9,0,0,8,3,0,29,0,0,0,0
LA-1612,Gujarat,Rajkot,Industrial Corridor,Project Initiation,0,616,404,136,176.33,97.8,1,0,93,0,0,56,0,0,1,71
LA-1613,Maharashtra,Kolhapur,Highway Construction,Preliminary Notification,2,561,216,152,235.03,87.5,0,0,9,2,0,0,14,0,0,0
LA-1614,Maharashtra,Solapur,Highway Construction,Project Initiation,0,803,68,37,203.34,89.8,0,0,7,5,1,20,0,0,0,0
LA-1615,Odisha,Rourkela,Railway Expansion,Land Identification,1,108,430,30,151.62,94.6,0,1,49,1,0,19,6,0,0,0
LA-1616,Madhya Pradesh,Sagar,Highway Construction,Ownership Verification,4,339,147,101,121.1,96.7,0,0,15,6,1,0,0,0,0,0
LA-1617,Rajasthan,Kota,Highway Construction,Survey and Verification,3,538,233,128,92.77,69.8,0,0,14,1,0,0,11,0,0,0
LA-1618,Uttar Pradesh,Agra,Railway Expansion,Compensation Assessment,6,127,35,10,191.97,72.0,0,0,2,1,0,4,15,0,0,0
LA-1619,Uttar Pradesh,Agra,Highway Construction,Compensation Disbursement,7,359,169,88,115.61,97.5,0,0,6,1,0,24,0,0,0,0
LA-1620,Karnataka,Dharwad,Railway Expansion,Land Identification,1,137,416,281,131.38,84.4,1,0,51,4,1,27,16,0,1,98
LA-1621,Gujarat,Ahmedabad,Power Transmission,Preliminary Notification,2,150,153,61,153.69,68.2,0,0,11,1,0,18,3,0,0,0
LA-1622,Karnataka,Hubli,Mining Development,Preliminary Notification,2,649,10,5,117.89,81.8,0,0,4,3,0,0,13,0,0,0
LA-1623,Maharashtra,Aurangabad,Industrial Corridor,Project Initiation,0,234,150,37,205.28,74.3,1,0,59,2,0,61,0,0,1,49
LA-1624,Uttar Pradesh,Meerut,Defense Installation,Land Identification,1,290,299,195,69.67,58.1,0,1,36,5,1,18,2,0,1,58
LA-1625,Gujarat,Surat,Dam / Irrigation,Preliminary Notification,2,32,75,45,128.17,57.2,0,0,4,1,1,0,0,0,0,0
LA-1626,Uttar Pradesh,Kanpur,Mining Development,Objection and Legal Review,5,808,369,0,36.15,91.8,0,1,52,2,0,9,0,2,1,79
LA-1627,Odisha,Rourkela,Railway Expansion,Survey and Verification,3,601,200,21,248.86,100.0,0,1,53,1,0,0,0,0,1,32
LA-1628,Maharashtra,Thane,Power Transmission,Ownership Verification,4,366,325,313,8.09,89.8,1,1,75,4,1,0,5,1,1,93
LA-1629,Gujarat,Rajkot,Dam / Irrigation,Preliminary Notification,2,514,47,19,105.18,86.5,0,0,11,1,0,0,0,0,0,0
LA-1630,Karnataka,Dharwad,Highway Construction,Objection and Legal Review,5,351,269,150,4.04,77.0,0,1,35,2,0,10,23,2,1,51
LA-1631,Karnataka,Bengaluru,Railway Expansion,Project Initiation,0,227,145,41,140.36,91.6,1,0,90,2,0,34,0,0,1,120
LA-1632,Maharashtra,Thane,Pipeline Project,Project Initiation,0,120,331,227,93.95,87.8,0,0,24,1,0,0,0,0,0,0
LA-1633,Rajasthan,Udaipur,Industrial Corridor,Preliminary Notification,2,795,457,364,50.21,96.1,1,0,60,3,1,0,9,0,1,74
LA-1634,Uttar Pradesh,Lucknow,Pipeline Project,Compensation Assessment,6,393,280,0,108.75,67.3,0,0,1,1,0,0,0,0,0,0
LA-1635,Karnataka,Dharwad,Power Transmission,Survey and Verification,3,242,477,443,47.01,56.1,0,0,6,3,1,8,26,0,1,19
LA-1636,Uttar Pradesh,Meerut,Defense Installation,Objection and Legal Review,5,704,472,230,136.92,100.0,1,0,48,1,0,41,0,1,1,33
LA-1637,Madhya Pradesh,Ujjain,Defense Installation,Compensation Assessment,6,778,60,60,105.54,91.3,0,0,10,4,1,15,0,0,0,0
LA-1638,Gujarat,Gandhinagar,Highway Construction,Survey and Verification,3,197,71,34,166.02,37.8,0,0,30,1,0,0,14,0,0,0
LA-1639,Maharashtra,Aurangabad,Dam / Irrigation,Preliminary Notification,2,850,228,177,23.0,76.2,0,0,6,1,0,0,0,0,0,0
LA-1640,Odisha,Rourkela,Highway Construction,Land Identification,1,518,209,161,193.43,100.0,1,1,119,1,0,65,1,0,1,87
LA-1641,Gujarat,Gandhinagar,Railway Expansion,Objection and Legal Review,5,385,317,112,19.78,52.5,0,0,11,0,0,0,1,0,0,0
LA-1642,Rajasthan,Jodhpur,Pipeline Project,Preliminary Notification,2,222,354,162,201.65,96.7,1,1,129,3,1,27,19,0,1,116
LA-1643,Gujarat,Ahmedabad,Dam / Irrigation,Project Initiation,0,356,222,128,151.11,55.9,0,1,77,2,0,12,0,0,1,91
LA-1644,Odisha,Sambalpur,Urban Infrastructure,Compensation Assessment,6,894,106,65,128.97,70.4,0,0,17,2,0,0,2,0,0,0
LA-1645,Gujarat,Ahmedabad,Pipeline Project,Ownership Verification,4,318,282,161,104.56,57.9,0,1,77,0,0,11,10,1,1,56
LA-1646,Madhya Pradesh,Bhopal,Urban Infrastructure,Preliminary Notification,2,779,357,223,154.5,100.0,0,1,26,4,1,23,0,0,1,44
LA-1647,Karnataka,Belagavi,Pipeline Project,Land Identification,1,71,221,98,186.82,97.4,0,1,59,2,0,0,11,0,1,45
LA-1648,Odisha,Sambalpur,Railway Expansion,Survey and Verification,3,842,146,40,125.64,51.4,1,1,83,1,0,57,16,0,1,102
LA-1649,Uttar Pradesh,Kanpur,Highway Construction,Land Identification,1,446,120,103,16.4,90.4,0,0,20,1,0,0,10,0,0,0
LA-1650,Uttar Pradesh,Allahabad,Pipeline Project,Preliminary Notification,2,632,442,260,174.58,60.7,0,0,10,3,0,11,7,0,0,0
LA-1651,Karnataka,Mangaluru,Power Transmission,Objection and Legal Review,5,442,154,92,117.11,100.0,0,0,6,2,0,23,4,0,0,0
LA-1652,Rajasthan,Ajmer,Dam / Irrigation,Preliminary Notification,2,669,54,23,28.1,70.6,1,0,65,0,0,56,30,0,1,71
LA-1653,Odisha,Sambalpur,Mining Development,Land Identification,1,448,262,54,134.14,91.5,0,0,24,2,0,11,0,0,0,0
LA-1654,Gujarat,Rajkot,Power Transmission,Objection and Legal Review,5,875,201,44,145.25,100.0,0,0,0,0,0,17,0,0,0,0
LA-1655,Rajasthan,Bikaner,Highway Construction,Project Initiation,0,663,90,26,23.2,91.2,0,1,59,1,0,30,0,0,1,70
LA-1656,Odisha,Sambalpur,Mining Development,Preliminary Notification,2,553,155,52,16.67,85.5,0,0,27,3,1,7,24,0,0,0
LA-1657,Gujarat,Surat,Pipeline Project,Preliminary Notification,2,277,8,8,187.28,86.6,0,0,19,0,0,26,0,0,0,0
LA-1658,Madhya Pradesh,Jabalpur,Defense Installation,Final Acquisition,9,102,251,142,207.02,65.3,0,0,22,3,0,24,75,0,1,24
LA-1659,Odisha,Bhubaneswar,Urban Infrastructure,Land Identification,1,439,216,109,61.15,77.5,0,0,8,3,1,24,0,0,0,0
LA-1660,Gujarat,Surat,Power Transmission,Ownership Verification,4,129,408,154,69.19,68.7,0,0,10,2,0,0,24,0,0,0
LA-1661,Maharashtra,Solapur,Dam / Irrigation,Final Acquisition,9,181,248,123,39.03,77.9,0,0,22,2,0,5,0,0,0,0
LA-1662,Odisha,Cuttack,Dam / Irrigation,R&R and Rehabilitation,8,652,441,371,125.52,77.3,1,0,39,4,1,41,96,3,1,83
LA-1663,Karnataka,Mysuru,Mining Development,Land Identification,1,523,187,39,159.84,99.3,0,1,31,1,0,8,24,0,1,42
LA-1664,Odisha,Berhampur,Industrial Corridor,Ownership Verification,4,789,413,398,62.37,52.6,0,1,57,0,0,2,73,1,1,57
LA-1665,Karnataka,Mysuru,Industrial Corridor,Land Identification,1,736,36,18,52.33,71.1,0,0,8,2,0,2,2,0,0,0
LA-1666,Gujarat,Rajkot,Railway Expansion,Survey and Verification,3,579,158,131,142.55,100.0,1,0,49,3,0,29,34,0,1,38
LA-1667,Karnataka,Mangaluru,Industrial Corridor,Compensation Disbursement,7,633,145,140,169.62,90.5,1,0,57,2,0,52,0,3,1,68
LA-1668,Odisha,Cuttack,Pipeline Project,Objection and Legal Review,5,36,403,309,77.15,61.5,0,0,9,2,1,3,29,0,1,14
LA-1669,Gujarat,Ahmedabad,Power Transmission,Preliminary Notification,2,654,339,126,149.01,100.0,0,1,37,3,0,27,6,0,1,51
LA-1670,Uttar Pradesh,Varanasi,Power Transmission,Project Initiation,0,409,33,26,242.19,91.9,0,0,12,3,0,24,0,0,0,0
LA-1671,Gujarat,Vadodara,Highway Construction,Objection and Legal Review,5,868,413,141,54.14,100.0,0,0,11,1,0,0,2,0,0,0
LA-1672,Maharashtra,Nashik,Industrial Corridor,Compensation Assessment,6,194,132,0,70.4,81.3,0,0,30,3,0,1,0,0,0,0
LA-1673,Maharashtra,Nashik,Urban Infrastructure,Land Identification,1,312,306,162,75.06,71.2,0,0,28,2,1,23,9,0,0,0
LA-1674,Rajasthan,Udaipur,Mining Development,Land Identification,1,811,387,202,221.2,89.3,0,0,4,3,0,0,5,0,0,0
LA-1675,Gujarat,Vadodara,Urban Infrastructure,Land Identification,1,233,430,151,132.34,100.0,0,0,0,4,1,0,0,0,0,0
LA-1676,Maharashtra,Thane,Defense Installation,Objection and Legal Review,5,62,290,188,195.26,70.8,0,0,9,0,0,18,4,0,0,0
LA-1677,Odisha,Bhubaneswar,Pipeline Project,Ownership Verification,4,654,174,136,18.72,75.6,0,0,26,4,1,0,0,0,0,0
LA-1678,Madhya Pradesh,Sagar,Defense Installation,Objection and Legal Review,5,51,277,277,114.71,68.9,0,0,0,2,0,7,13,0,0,0
LA-1679,Madhya Pradesh,Gwalior,Dam / Irrigation,Project Initiation,0,223,172,172,164.71,55.4,0,0,19,3,1,30,0,0,0,0
LA-1680,Rajasthan,Udaipur,Dam / Irrigation,Land Identification,1,464,232,231,52.54,95.1,0,0,30,4,1,0,0,0,0,0
LA-1681,Maharashtra,Nagpur,Pipeline Project,Land Identification,1,438,384,78,79.56,91.8,1,0,104,3,0,23,22,0,1,74
LA-1682,Madhya Pradesh,Gwalior,Pipeline Project,Land Identification,1,291,489,390,212.03,89.6,0,0,13,2,1,12,0,0,0,0
LA-1683,Maharashtra,Kolhapur,Defense Installation,Preliminary Notification,2,512,76,40,173.92,100.0,0,1,25,1,0,0,6,0,0,0
LA-1684,Odisha,Cuttack,Power Transmission,Preliminary Notification,2,410,407,407,41.01,75.6,0,0,16,0,0,30,10,0,0,0
LA-1685,Karnataka,Hubli,Power Transmission,Preliminary Notification,2,666,85,58,25.48,82.2,0,0,1,1,0,0,11,0,0,0
LA-1686,Gujarat,Ahmedabad,Railway Expansion,Project Initiation,0,517,248,0,32.49,92.4,0,0,27,2,0,19,0,0,0,0
LA-1687,Karnataka,Belagavi,Urban Infrastructure,Preliminary Notification,2,658,385,328,221.79,78.0,0,0,16,0,0,4,0,0,0,0
LA-1688,Maharashtra,Pune,Industrial Corridor,Preliminary Notification,2,286,221,106,184.23,92.5,0,0,18,2,0,28,16,0,0,0
LA-1689,Odisha,Bhubaneswar,Defense Installation,Project Initiation,0,677,444,292,86.3,93.4,1,1,106,5,1,0,0,0,1,79
LA-1690,Gujarat,Surat,Pipeline Project,Ownership Verification,4,666,400,71,167.17,80.4,0,0,28,3,0,5,19,0,0,0
LA-1691,Uttar Pradesh,Meerut,Power Transmission,Land Identification,1,94,452,185,138.55,85.8,0,1,48,3,1,0,0,0,1,99
LA-1692,Madhya Pradesh,Indore,Defense Installation,Project Initiation,0,869,312,209,132.88,100.0,0,0,7,5,1,0,0,0,0,0
LA-1693,Maharashtra,Solapur,Mining Development,Final Acquisition,9,401,82,0,106.29,55.2,0,0,20,4,1,0,0,0,1,21
LA-1694,Gujarat,Vadodara,Defense Installation,Project Initiation,0,564,367,130,230.8,87.4,0,0,30,2,0,9,0,0,0,0
LA-1695,Madhya Pradesh,Ujjain,Railway Expansion,Preliminary Notification,2,90,205,83,87.93,82.3,0,0,7,3,0,0,0,0,0,0
LA-1696,Rajasthan,Udaipur,Dam / Irrigation,Project Initiation,0,441,271,256,78.13,100.0,0,0,24,0,0,0,0,0,0,0
LA-1697,Gujarat,Surat,Pipeline Project,Ownership Verification,4,335,62,35,156.91,97.2,0,0,28,2,0,24,4,0,0,0
LA-1698,Karnataka,Dharwad,Pipeline Project,Objection and Legal Review,5,806,498,498,108.4,86.9,0,0,30,6,1,0,1,0,0,0
LA-1699,Odisha,Rourkela,Power Transmission,Project Initiation,0,287,129,53,108.72,85.0,0,0,11,3,0,2,0,0,0,0
LA-1700,Uttar Pradesh,Lucknow,Pipeline Project,Land Identification,1,604,65,53,145.24,63.8,0,0,3,0,0,18,0,0,0,0
LA-1701,Karnataka,Belagavi,Defense Installation,Compensation Assessment,6,864,115,62,236.51,58.7,0,1,33,0,0,30,66,2,1,43
LA-1702,Maharashtra,Kolhapur,Pipeline Project,Ownership Verification,4,899,398,135,198.51,99.9,0,0,30,2,0,7,3,0,0,0
LA-1703,Madhya Pradesh,Sagar,Urban Infrastructure,Land Identification,1,788,167,150,207.26,100.0,0,0,27,1,0,0,0,0,0,0
LA-1704,Karnataka,Mangaluru,Urban Infrastructure,Objection and Legal Review,5,666,496,0,42.55,99.1,0,0,22,1,0,15,8,0,0,0
LA-1705,Uttar Pradesh,Meerut,Mining Development,Land Identification,1,333,441,0,66.21,83.2,0,0,6,3,0,0,0,0,0,0
LA-1706,Gujarat,Surat,Defense Installation,Land Identification,1,136,130,102,137.22,60.3,0,0,19,0,0,0,0,0,0,0
LA-1707,Gujarat,Surat,Industrial Corridor,Project Initiation,0,281,434,106,249.59,69.5,0,0,9,3,0,7,0,0,0,0
LA-1708,Rajasthan,Kota,Dam / Irrigation,Ownership Verification,4,898,191,191,80.38,63.9,0,0,25,2,0,11,0,0,0,0
LA-1709,Uttar Pradesh,Lucknow,Dam / Irrigation,Compensation Disbursement,7,359,142,43,143.78,100.0,0,1,72,3,1,0,0,3,1,84
LA-1710,Madhya Pradesh,Jabalpur,Railway Expansion,Objection and Legal Review,5,205,493,258,236.86,100.0,0,0,2,0,0,0,1,0,0,0
LA-1711,Karnataka,Bengaluru,Pipeline Project,Survey and Verification,3,471,78,53,146.92,69.8,0,0,21,3,0,9,0,0,0,0
LA-1712,Odisha,Bhubaneswar,Highway Construction,Preliminary Notification,2,759,480,215,22.73,82.7,1,0,49,3,1,55,0,0,1,31
LA-1713,Gujarat,Rajkot,Defense Installation,Ownership Verification,4,743,121,72,88.12,62.3,0,0,5,4,1,22,0,0,0,0
LA-1714,Gujarat,Ahmedabad,Mining Development,Project Initiation,0,293,7,3,200.11,76.1,0,1,32,0,0,5,0,0,1,28
LA-1715,Rajasthan,Jodhpur,Pipeline Project,Objection and Legal Review,5,216,81,25,203.68,68.2,0,0,4,4,1,0,0,0,0,0
LA-1716,Madhya Pradesh,Bhopal,Power Transmission,Preliminary Notification,2,328,480,282,164.79,90.5,0,1,49,3,0,6,55,0,1,42
LA-1717,Maharashtra,Kolhapur,Mining Development,Compensation Disbursement,7,97,51,23,132.07,72.9,0,1,29,3,1,29,59,2,1,55
LA-1718,Odisha,Berhampur,Industrial Corridor,Land Identification,1,319,252,156,152.61,61.1,1,1,128,5,1,0,0,0,1,207
LA-1719,Karnataka,Dharwad,Highway Construction,Project Initiation,0,570,29,12,241.71,87.7,0,1,61,0,0,10,0,0,1,69
LA-1720,Maharashtra,Solapur,Defense Installation,Preliminary Notification,2,786,370,243,160.29,47.0,0,0,14,3,1,30,0,0,1,29
LA-1721,Rajasthan,Bikaner,Railway Expansion,Objection and Legal Review,5,327,353,353,142.85,86.0,1,1,93,3,0,0,24,2,1,88
LA-1722,Karnataka,Dharwad,Power Transmission,Ownership Verification,4,449,325,184,191.9,75.2,0,0,15,0,0,0,0,0,0,0
LA-1723,Rajasthan,Bikaner,Industrial Corridor,Ownership Verification,4,102,279,130,65.74,76.2,0,0,30,5,1,23,0,0,0,0
LA-1724,Odisha,Bhubaneswar,Defense Installation,Land Identification,1,872,431,217,173.56,91.1,0,1,46,2,1,15,3,0,1,40
LA-1725,Gujarat,Bhavnagar,Dam / Irrigation,Project Initiation,0,482,490,461,63.08,100.0,1,0,52,0,0,0,0,0,1,50
LA-1726,Karnataka,Bengaluru,Defense Installation,Land Identification,1,419,285,129,241.06,91.7,1,1,118,2,1,38,1,0,1,132
LA-1727,Madhya Pradesh,Bhopal,Dam / Irrigation,Land Identification,1,771,284,280,227.75,97.8,1,1,105,3,1,70,3,0,1,90
LA-1728,Gujarat,Rajkot,Industrial Corridor,Preliminary Notification,2,729,151,80,159.45,100.0,0,0,15,1,0,29,0,0,0,0
LA-1729,Uttar Pradesh,Agra,Urban Infrastructure,Survey and Verification,3,787,220,197,220.96,100.0,0,1,71,3,1,27,32,0,1,81
LA-1730,Gujarat,Rajkot,Urban Infrastructure,Final Acquisition,9,375,285,269,94.02,73.7,0,0,6,4,1,30,43,0,0,0
LA-1731,Uttar Pradesh,Agra,Defense Installation,Project Initiation,0,174,177,118,138.15,59.9,0,0,13,1,0,0,0,0,0,0
LA-1732,Madhya Pradesh,Jabalpur,Dam / Irrigation,Survey and Verification,3,483,449,364,184.75,96.8,1,1,120,1,0,55,24,0,1,102
LA-1733,Odisha,Berhampur,Mining Development,Land Identification,1,782,385,277,210.25,78.7,1,1,107,3,1,0,5,0,1,145
LA-1734,Odisha,Sambalpur,Pipeline Project,Preliminary Notification,2,376,292,230,138.3,69.1,0,0,28,4,1,28,0,0,0,0
LA-1735,Karnataka,Mysuru,Railway Expansion,Compensation Assessment,6,709,304,204,143.19,91.8,0,0,28,4,1,12,0,0,0,0
LA-1736,Gujarat,Bhavnagar,Urban Infrastructure,Preliminary Notification,2,377,169,169,73.44,83.2,0,0,9,4,1,21,21,0,0,0
LA-1737,Uttar Pradesh,Meerut,Pipeline Project,Ownership Verification,4,46,255,134,79.98,51.5,0,0,8,0,0,6,38,0,1,22
LA-1738,Karnataka,Hubli,Power Transmission,Project Initiation,0,489,451,267,244.57,98.3,0,0,10,1,0,0,0,0,0,0
LA-1739,Maharashtra,Aurangabad,Defense Installation,Objection and Legal Review,5,234,367,318,85.86,61.4,0,0,22,5,1,0,0,0,0,0
LA-1740,Madhya Pradesh,Indore,Pipeline Project,Land Identification,1,318,129,80,19.07,71.9,0,1,56,0,0,27,12,0,1,72
LA-1741,Rajasthan,Jaipur,Railway Expansion,Compensation Disbursement,7,39,59,30,35.11,77.1,0,0,30,5,1,27,0,0,0,0
LA-1742,Karnataka,Bengaluru,Dam / Irrigation,Objection and Legal Review,5,123,423,376,151.56,80.4,0,0,12,3,1,0,0,0,0,0
LA-1743,Rajasthan,Kota,Power Transmission,Survey and Verification,3,779,394,304,80.69,65.9,1,1,75,3,1,72,0,0,1,50
LA-1744,Uttar Pradesh,Meerut,Defense Installation,Project Initiation,0,548,391,256,123.73,100.0,0,0,7,4,1,16,0,0,0,0
LA-1745,Karnataka,Bengaluru,Defense Installation,Objection and Legal Review,5,111,296,164,112.97,64.3,0,0,24,0,0,29,0,0,0,0
LA-1746,Karnataka,Mangaluru,Urban Infrastructure,Compensation Assessment,6,541,477,385,101.11,75.5,0,0,22,5,1,11,26,0,0,0
LA-1747,Odisha,Sambalpur,Pipeline Project,Project Initiation,0,186,308,304,236.54,100.0,1,0,66,2,1,45,0,0,1,82
LA-1748,Rajasthan,Udaipur,Urban Infrastructure,Compensation Assessment,6,232,490,395,166.61,99.8,0,0,15,3,0,19,3,0,0,0
LA-1749,Uttar Pradesh,Lucknow,Railway Expansion,Ownership Verification,4,361,318,303,30.9,75.3,0,1,30,3,0,30,0,1,1,71
LA-1750,Uttar Pradesh,Allahabad,Dam / Irrigation,Compensation Disbursement,7,408,499,206,242.8,63.3,1,1,111,2,1,0,13,4,1,109
LA-1751,Odisha,Cuttack,Pipeline Project,Land Identification,1,606,39,24,112.65,74.7,1,0,62,2,0,49,0,0,1,36
LA-1752,Karnataka,Mysuru,Urban Infrastructure,Objection and Legal Review,5,898,495,476,74.26,85.5,1,1,95,1,0,60,0,2,1,127
LA-1753,Madhya Pradesh,Gwalior,Industrial Corridor,Project Initiation,0,839,338,137,92.47,67.5,0,0,6,0,0,4,0,0,0,0
LA-1754,Odisha,Cuttack,Pipeline Project,Compensation Disbursement,7,670,88,32,4.73,74.2,0,0,6,2,0,22,9,0,0,0
LA-1755,Maharashtra,Solapur,Urban Infrastructure,Preliminary Notification,2,595,149,55,10.33,72.2,0,0,10,3,1,12,0,0,0,0
LA-1756,Madhya Pradesh,Bhopal,Dam / Irrigation,Land Identification,1,538,180,108,136.51,88.2,0,1,62,3,0,11,8,0,1,36
LA-1757,Karnataka,Mysuru,Mining Development,Project Initiation,0,872,334,239,11.08,97.9,1,1,107,1,1,0,0,0,1,111
LA-1758,Odisha,Cuttack,Mining Development,Project Initiation,0,357,286,223,9.48,92.3,0,0,24,3,0,9,0,0,0,0
LA-1759,Rajasthan,Ajmer,Pipeline Project,Project Initiation,0,37,141,98,139.29,77.7,0,0,4,2,0,17,0,0,0,0
LA-1760,Rajasthan,Ajmer,Power Transmission,Compensation Disbursement,7,372,26,10,97.17,81.3,0,1,30,0,0,0,82,2,1,68
LA-1761,Rajasthan,Ajmer,Power Transmission,Survey and Verification,3,882,163,163,215.16,77.4,0,0,7,0,0,18,0,0,0,0
LA-1762,Rajasthan,Kota,Defense Installation,Survey and Verification,3,767,320,193,8.28,57.8,0,0,9,0,0,25,30,0,1,17
LA-1763,Uttar Pradesh,Lucknow,Power Transmission,Survey and Verification,3,485,339,105,6.09,82.8,0,0,6,4,1,20,0,0,0,0
LA-1764,Uttar Pradesh,Agra,Power Transmission,Project Initiation,0,497,94,68,59.08,43.8,0,0,29,3,0,20,0,0,0,0
LA-1765,Odisha,Berhampur,Mining Development,Project Initiation,0,309,430,430,116.69,78.5,0,0,21,5,1,12,0,0,0,0
LA-1766,Maharashtra,Kolhapur,Railway Expansion,Ownership Verification,4,818,419,232,0.99,84.6,0,0,8,3,0,0,11,0,0,0
LA-1767,Odisha,Sambalpur,Mining Development,Objection and Legal Review,5,749,196,135,164.82,52.4,0,0,11,1,0,2,0,0,1,22
LA-1768,Rajasthan,Udaipur,Urban Infrastructure,Compensation Disbursement,7,446,497,114,221.25,90.4,0,0,24,5,1,0,21,0,0,0
LA-1769,Uttar Pradesh,Kanpur,Pipeline Project,R&R and Rehabilitation,8,491,427,237,105.03,82.8,1,1,107,1,0,0,0,4,1,81
LA-1770,Madhya Pradesh,Bhopal,Power Transmission,Land Identification,1,593,484,484,99.04,76.1,0,0,10,5,1,0,0,0,0,0
